Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Question Key,Response
3,1551789594525,05/03/2019 12:39:54,1551789594406,0,05/03/2019 12:39:54,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4,Female
4,1551789594525,05/03/2019 12:39:54,1551789594406,0,05/03/2019 12:39:54,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4-quantised,2
5,1551789594525,05/03/2019 12:39:54,1551789594406,0,05/03/2019 12:39:54,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5,United Kingdom
6,1551789594525,05/03/2019 12:39:54,1551789594407,0,05/03/2019 12:39:54,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-quantised,5
7,1551789594525,05/03/2019 12:39:54,1551789594407,0,05/03/2019 12:39:54,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-text,
8,1551789594525,05/03/2019 12:39:54,1551789594407,0,05/03/2019 12:39:54,6235,15,questionnaire-9o89,,2266363,BLIND,618251,Holiday destinations,complete,,5c7e6de44209d4000177f654,computer,Desktop or Laptop,Mac OS 10.14.0,Chrome 72.0.3626.109,1280x800,1278x648,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,END QUESTIONNAIRE,11129
1,1551789861646,05/03/2019 12:44:21,1551789862648,0,05/03/2019 12:44:22,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,BEGIN QUESTIONNAIRE,
2,1551789870343,05/03/2019 12:44:30,1551789871419,0,05/03/2019 12:44:31,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-3,20
3,1551789870487,05/03/2019 12:44:30,1551789871425,0,05/03/2019 12:44:31,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4,Male
4,1551789870487,05/03/2019 12:44:30,1551789871426,0,05/03/2019 12:44:31,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4-quantised,1
5,1551789870487,05/03/2019 12:44:30,1551789871429,0,05/03/2019 12:44:31,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5,United Kingdom
6,1551789870487,05/03/2019 12:44:30,1551789871431,0,05/03/2019 12:44:31,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-quantised,5
7,1551789870487,05/03/2019 12:44:30,1551789871432,0,05/03/2019 12:44:31,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-text,
8,1551789870487,05/03/2019 12:44:30,1551789871433,0,05/03/2019 12:44:31,6235,15,questionnaire-9o89,,2266400,BLIND,618263,Holiday destinations,complete,,5c7e6e525271410011421e95,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1280x800,1280x668,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,END QUESTIONNAIRE,8785
1,1551789897048,05/03/2019 12:44:57,1551789896973,0,05/03/2019 12:44:56,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,BEGIN QUESTIONNAIRE,
2,1551789903943,05/03/2019 12:45:03,1551789903831,0,05/03/2019 12:45:03,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-3,23
3,1551789904037,05/03/2019 12:45:04,1551789903833,0,05/03/2019 12:45:03,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4,Female
4,1551789904037,05/03/2019 12:45:04,1551789903833,0,05/03/2019 12:45:03,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-4-quantised,2
5,1551789904037,05/03/2019 12:45:04,1551789903833,0,05/03/2019 12:45:03,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5,United Kingdom
6,1551789904037,05/03/2019 12:45:04,1551789903833,0,05/03/2019 12:45:03,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-quantised,5
7,1551789904037,05/03/2019 12:45:04,1551789903834,0,05/03/2019 12:45:03,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,response-5-text,
8,1551789904037,05/03/2019 12:45:04,1551789903834,0,05/03/2019 12:45:03,6235,15,questionnaire-9o89,,2266416,BLIND,618266,Holiday destinations,complete,,5c7e6edc4153080019b6ce72,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,END QUESTIONNAIRE,6861
1,1551789979466,05/03/2019 12:46:19,1551789980682,0,05/03/2019 12:46:20,6235,15,questionnaire-9o89,,2266428,BLIND,618270,Holiday destinations,complete,,5c7e6f6d43fe570001f55e7b,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1280x1024,1280x953,Finished phase 1,Demographics HOLIDAYS,1,,,,,Finished phase 1,,,Include,BEGIN QUESTIONNAIRE,
