Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_food1,chosen food,not chosen food,rand_food2,rand_food3,rand_food4,rand_food5,rand_food6,rand_food7,rand_food8,image_food,Participant_preference,food_rating,random number,fixation_times
14,1551713428464,04/03/2019 15:30:28,1551713428355,-5,04/03/2019 10:30:28,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,choice,response_button_image,4698,b27.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
15,1551713430446,04/03/2019 15:30:30,1551713430350,-5,04/03/2019 10:30:30,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,9,grey1,Zone1,continue_button,1948,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
16,1551713431166,04/03/2019 15:30:31,1551713431065,-5,04/03/2019 10:30:31,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,10,grey2,Zone1,continue_button,682,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
17,1551713431636,04/03/2019 15:30:31,1551713431553,-5,04/03/2019 10:30:31,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,11,grey3,Zone1,continue_button,449,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
18,1551713432149,04/03/2019 15:30:32,1551713432082,-5,04/03/2019 10:30:32,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,494,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
19,1551713432666,04/03/2019 15:30:32,1551713432585,-5,04/03/2019 10:30:32,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,468,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
20,1551713433509,04/03/2019 15:30:33,1551713433433,-5,04/03/2019 10:30:33,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,814,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
21,1551713435165,04/03/2019 15:30:35,1551713435081,-5,04/03/2019 10:30:35,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,1613,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
22,1551713435339,04/03/2019 15:30:35,1551713435254,-5,04/03/2019 10:30:35,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
23,1551713439058,04/03/2019 15:30:39,1551713438978,-5,04/03/2019 10:30:38,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,3723,83,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
24,1551713439214,04/03/2019 15:30:39,1551713438983,-5,04/03/2019 10:30:38,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,3723,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
25,1551713440592,04/03/2019 15:30:40,1551713440497,-5,04/03/2019 10:30:40,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1486,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b27.jpg,,,c12.jpg,b9.jpg,a7.jpg,b22.jpg,c4.jpg,a12.jpg,c16.jpg,,,,,
26,1551713443813,04/03/2019 15:30:43,1551713443729,-5,04/03/2019 10:30:43,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,1277,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
27,1551713444873,04/03/2019 15:30:44,1551713444785,-5,04/03/2019 10:30:44,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,1007,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
28,1551713445591,04/03/2019 15:30:45,1551713445482,-5,04/03/2019 10:30:45,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,Zone1,response_button_text,645,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
29,1551713446327,04/03/2019 15:30:46,1551713446225,-5,04/03/2019 10:30:46,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,4,option4,Zone1,response_button_text,668,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
30,1551713448045,04/03/2019 15:30:48,1551713447934,-5,04/03/2019 10:30:47,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,5,option5,Zone1,response_button_text,1653,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
31,1551713448845,04/03/2019 15:30:48,1551713448745,-5,04/03/2019 10:30:48,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,6,option6,Zone1,response_button_text,761,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
32,1551713450326,04/03/2019 15:30:50,1551713450221,-5,04/03/2019 10:30:50,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,7,option7,choice,response_button_image,1421,a8.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
33,1551713451825,04/03/2019 15:30:51,1551713451729,-5,04/03/2019 10:30:51,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,1482,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
34,1551713451983,04/03/2019 15:30:51,1551713451887,-5,04/03/2019 10:30:51,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
35,1551713457732,04/03/2019 15:30:57,1551713457641,-5,04/03/2019 10:30:57,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,5753,96,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
36,1551713457873,04/03/2019 15:30:57,1551713457645,-5,04/03/2019 10:30:57,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,5753,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
37,1551713459185,04/03/2019 15:30:59,1551713459113,-5,04/03/2019 10:30:59,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1441,,,0,1,0,,,,Spreadsheet1,,1,sequence,,b29.jpg,,,a14.jpg,b26.jpg,b4.jpg,b14.jpg,c13.jpg,a8.jpg,a23.jpg,,,,,
38,1551713462763,04/03/2019 15:31:02,1551713462625,-5,04/03/2019 10:31:02,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,1456,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
39,1551713464219,04/03/2019 15:31:04,1551713464145,-5,04/03/2019 10:31:04,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,1478,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
40,1551713465062,04/03/2019 15:31:05,1551713464985,-5,04/03/2019 10:31:04,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,Zone1,response_button_text,767,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
41,1551713466481,04/03/2019 15:31:06,1551713466401,-5,04/03/2019 10:31:06,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,4,option4,Zone7,response_button_image,1347,b16.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
42,1551713467433,04/03/2019 15:31:07,1551713467353,-5,04/03/2019 10:31:07,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,12,grey4,Zone1,continue_button,916,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
43,1551713467808,04/03/2019 15:31:07,1551713467736,-5,04/03/2019 10:31:07,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,13,grey5,Zone1,continue_button,344,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
44,1551713468293,04/03/2019 15:31:08,1551713468192,-5,04/03/2019 10:31:08,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,426,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
45,1551713469857,04/03/2019 15:31:09,1551713469736,-5,04/03/2019 10:31:09,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,1505,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
46,1551713470137,04/03/2019 15:31:10,1551713470009,-5,04/03/2019 10:31:10,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
47,1551713473745,04/03/2019 15:31:13,1551713473633,-5,04/03/2019 10:31:13,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,3623,76,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
48,1551713473918,04/03/2019 15:31:13,1551713473637,-5,04/03/2019 10:31:13,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,3623,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
49,1551713474997,04/03/2019 15:31:14,1551713474928,-5,04/03/2019 10:31:14,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1259,,,0,1,0,,,,Spreadsheet1,,1,sequence,,c28.jpg,,,b10.jpg,c29.jpg,b16.jpg,c25.jpg,a17.jpg,a6.jpg,c26.jpg,,,,,
50,1551713476532,04/03/2019 15:31:16,1551713476360,-5,04/03/2019 10:31:16,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,1,option1,Zone1,response_button_text,1388,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
51,1551713477591,04/03/2019 15:31:17,1551713477520,-5,04/03/2019 10:31:17,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,2,option2,Zone1,response_button_text,1125,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
52,1551713478309,04/03/2019 15:31:18,1551713478238,-5,04/03/2019 10:31:18,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,3,option3,Zone1,response_button_text,652,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
53,1551713481279,04/03/2019 15:31:21,1551713481080,-5,04/03/2019 10:31:21,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,4,option4,Zone1,response_button_text,2805,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
54,1551713481874,04/03/2019 15:31:21,1551713481776,-5,04/03/2019 10:31:21,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,5,option5,Zone1,response_button_text,657,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
55,1551713483134,04/03/2019 15:31:23,1551713483056,-5,04/03/2019 10:31:23,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,6,option6,Zone9,response_button_image,1233,a4.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
56,1551713484836,04/03/2019 15:31:24,1551713484745,-5,04/03/2019 10:31:24,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,14,grey6,Zone1,continue_button,1658,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
57,1551713485882,04/03/2019 15:31:25,1551713485616,-5,04/03/2019 10:31:25,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,15,grey7,Zone1,continue_button,844,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
58,1551713486023,04/03/2019 15:31:26,1551713485887,-5,04/03/2019 10:31:25,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
59,1551713490082,04/03/2019 15:31:30,1551713489993,-5,04/03/2019 10:31:29,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,rating19,response_slider_endValue,4105,94,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
60,1551713490240,04/03/2019 15:31:30,1551713489998,-5,04/03/2019 10:31:29,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,16,congratulations,Zone4,continue_button,4105,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
61,1551713491879,04/03/2019 15:31:31,1551713491808,-5,04/03/2019 10:31:31,6235,14,task-o4eu,,2260306,BLIND,616293,Food,complete,,5c7d4108e8df4d00160c6908,computer,Desktop or Laptop,Windows 7,Firefox 65.0,1280x1024,1216x931,Finished phase 1,Food sequence,9,,,,Finished phase 1,,,Include,,,17,next sequence?,advancementZone,continue_button,1787,,,0,1,0,,,,Spreadsheet1,,1,sequence,,a11.jpg,,,b18.jpg,c11.jpg,c10.jpg,b15.jpg,a4.jpg,a16.jpg,c21.jpg,,,,,
