Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,chosen face,not chosen face,rand_male_face1,rand_male_face2,rand_male_face3,rand_male_face4,rand_male_face5,rand_male_face6,rand_male_face7,rand_male_face8,image_male,Participant_preference,face_rating,random number,fixation_times
51,1551372404434,28/02/2019 16:46:44,1551372404056,0,28/02/2019 16:46:44,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,354.4349999865517,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
52,1551372404575,28/02/2019 16:46:44,1551372404384,0,28/02/2019 16:46:44,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,Zone1,response_button_text,313.80499998340383,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
53,1551372404778,28/02/2019 16:46:44,1551372404736,0,28/02/2019 16:46:44,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,4,option4,Zone1,response_button_text,339.4100000150502,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
54,1551372405153,28/02/2019 16:46:45,1551372405088,0,28/02/2019 16:46:45,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,5,option5,Zone1,response_button_text,336.600000038743,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
55,1551372405670,28/02/2019 16:46:45,1551372405473,0,28/02/2019 16:46:45,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,6,option6,Zone1,response_button_text,368.58000000938773,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
56,1551372406076,28/02/2019 16:46:46,1551372405944,0,28/02/2019 16:46:45,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,7,option7,Zone1,response_button_text,454.8450000002049,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
57,1551372407910,28/02/2019 16:46:47,1551372407856,0,28/02/2019 16:46:47,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,8,option8,Zone1,response_button_image,1895.8749999874271,Google_1_Jeffery Barnum_11_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
58,1551372408020,28/02/2019 16:46:48,1551372407924,0,28/02/2019 16:46:47,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
59,1551372410073,28/02/2019 16:46:50,1551372409992,0,28/02/2019 16:46:49,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_endValue,2067.860000010114,26,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
60,1551372410182,28/02/2019 16:46:50,1551372409993,0,28/02/2019 16:46:49,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,Zone4,continue_button,2067.860000010114,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
61,1551372411042,28/02/2019 16:46:51,1551372410888,0,28/02/2019 16:46:50,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,17,next sequence?,advancementZone,continue_button,886.6950000519864,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
62,1551372412088,28/02/2019 16:46:52,1551372412024,0,28/02/2019 16:46:52,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,1,option1,Zone1,response_button_text,821.0249999538064,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
63,1551372412682,28/02/2019 16:46:52,1551372412633,0,28/02/2019 16:46:52,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,595.37499997532,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
64,1551372413276,28/02/2019 16:46:53,1551372413232,0,28/02/2019 16:46:53,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,Zone1,response_button_text,586.7350000189617,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
65,1551372413838,28/02/2019 16:46:53,1551372413776,0,28/02/2019 16:46:53,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,4,option4,Zone1,response_button_text,527.5200000032783,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
66,1551372414522,28/02/2019 16:46:54,1551372414456,0,28/02/2019 16:46:54,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,5,option5,Zone1,response_button_text,664.8649999988265,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
67,1551372415088,28/02/2019 16:46:55,1551372415040,0,28/02/2019 16:46:55,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,6,option6,Zone1,response_button_text,567.8049999987707,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
68,1551372415759,28/02/2019 16:46:55,1551372415712,0,28/02/2019 16:46:55,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,7,option7,Zone1,response_button_text,656.0750000062399,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
69,1551372419354,28/02/2019 16:46:59,1551372419296,0,28/02/2019 16:46:59,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,8,option8,Zone1,response_button_image,3568.044999963604,Google_1_Kevin Melton_1_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
70,1551372419526,28/02/2019 16:46:59,1551372419366,0,28/02/2019 16:46:59,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
71,1551372421454,28/02/2019 16:47:01,1551372421400,0,28/02/2019 16:47:01,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,rating19,response_slider_endValue,2033.0550000071526,22,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
72,1551372421579,28/02/2019 16:47:01,1551372421401,0,28/02/2019 16:47:01,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,16,congratulations,Zone4,continue_button,2033.0550000071526,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
73,1551372422391,28/02/2019 16:47:02,1551372422352,0,28/02/2019 16:47:02,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,17,next sequence?,advancementZone,continue_button,943.4999999939464,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
74,1551372422485,28/02/2019 16:47:02,1551372422362,0,28/02/2019 16:47:02,6235,13,task-dvb3,,2241922,BLIND,610693,Faces,complete,,5c780dac8a346200013422e2,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1501x1000,1500x890,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,END TASK,,,,,73890,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1551372398450,28/02/2019 16:46:38,1551372398640,0,28/02/2019 16:46:38,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551372408378,28/02/2019 16:46:48,1551372408574,0,28/02/2019 16:46:48,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,1,option1,Zone1,response_button_text,8390.034999931231,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
3,1551372410510,28/02/2019 16:46:50,1551372410808,0,28/02/2019 16:46:50,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,2,option2,Zone1,response_button_text,2060.880000004545,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
4,1551372413557,28/02/2019 16:46:53,1551372413898,0,28/02/2019 16:46:53,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,3,option3,Zone1,response_button_text,2958.764999988489,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
5,1551372416714,28/02/2019 16:46:56,1551372417024,0,28/02/2019 16:46:57,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,4,option4,Zone7,response_button_image,3023.5300000058487,Google_1_James Rainwater_9_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
6,1551372420073,28/02/2019 16:47:00,1551372420414,0,28/02/2019 16:47:00,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,12,grey4,Zone1,continue_button,3329.9300000071526,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
7,1551372420813,28/02/2019 16:47:00,1551372421158,0,28/02/2019 16:47:01,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,13,grey5,Zone1,continue_button,688.9600000577047,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
8,1551372421657,28/02/2019 16:47:01,1551372421983,0,28/02/2019 16:47:01,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,14,grey6,Zone1,continue_button,771.3099999818951,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
9,1551372422735,28/02/2019 16:47:02,1551372423024,0,28/02/2019 16:47:03,6235,13,task-dvb3,,2241931,BLIND,610681,Faces,complete,,5c780d4de62652000156ed57,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.109,1280x720,1280x554,Finished phase 1,Male sequence,8,Male,Finished phase 1,,,,Include,,,,15,grey7,Zone1,continue_button,991.234999964945,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
