Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_female_face1,rand_female_face2,rand_female_face3,rand_female_face4,rand_female_face5,rand_female_face6,rand_female_face7,rand_female_face8,chosen face,not chosen face,image_female,Participant_preference,face_rating,random number,fixation_times
51,1551372288634,28/02/2019 16:44:48,1551372289882,-5,28/02/2019 11:44:49,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,615.8300000242889,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
52,1551372289259,28/02/2019 16:44:49,1551372290483,-5,28/02/2019 11:44:50,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,590.2100000530481,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
53,1551372290356,28/02/2019 16:44:50,1551372291605,-5,28/02/2019 11:44:51,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone1,response_button_text,1109.4549999106675,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
54,1551372291246,28/02/2019 16:44:51,1551372292496,-5,28/02/2019 11:44:52,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,5,option5,Zone1,response_button_text,878.4949998371303,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
55,1551372292636,28/02/2019 16:44:52,1551372293866,-5,28/02/2019 11:44:53,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,6,option6,Zone1,response_button_text,1357.5599999167025,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
56,1551372294433,28/02/2019 16:44:54,1551372295666,-5,28/02/2019 11:44:55,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,7,option7,Zone1,response_button_text,1786.2200001254678,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
57,1551372296998,28/02/2019 16:44:56,1551372297987,-5,28/02/2019 11:44:57,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,8,option8,Zone1,response_button_image,2306.875000009313,Amanda_Mcneese_92_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
58,1551372297200,28/02/2019 16:44:57,1551372298042,-5,28/02/2019 11:44:58,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
59,1551372301810,28/02/2019 16:45:01,1551372303050,-5,28/02/2019 11:45:03,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,5008.564999792725,19,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
60,1551372301935,28/02/2019 16:45:01,1551372303052,-5,28/02/2019 11:45:03,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,5008.564999792725,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
61,1551372302872,28/02/2019 16:45:02,1551372304115,-5,28/02/2019 11:45:04,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1058.2749999593943,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
62,1551372304453,28/02/2019 16:45:04,1551372305692,-5,28/02/2019 11:45:05,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,Zone1,response_button_text,1246.515000006184,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
63,1551372305169,28/02/2019 16:45:05,1551372306403,-5,28/02/2019 11:45:06,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,700.0850001350045,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
64,1551372305873,28/02/2019 16:45:05,1551372307115,-5,28/02/2019 11:45:07,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,700.1300000119954,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
65,1551372306825,28/02/2019 16:45:06,1551372308067,-5,28/02/2019 11:45:08,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone1,response_button_text,941.0700001753867,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
66,1551372309200,28/02/2019 16:45:09,1551372310377,-5,28/02/2019 11:45:10,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,5,option5,choice,response_button_image,2297.2849998623133,Audrey_Bender_3_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
67,1551372310153,28/02/2019 16:45:10,1551372311396,-5,28/02/2019 11:45:11,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,1012.3550000134856,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
68,1551372310592,28/02/2019 16:45:10,1551372311778,-5,28/02/2019 11:45:11,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,376.0149998124689,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
69,1551372311153,28/02/2019 16:45:11,1551372312324,-5,28/02/2019 11:45:12,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,538.5999998543411,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
70,1551372311313,28/02/2019 16:45:11,1551372312388,-5,28/02/2019 11:45:12,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
71,1551372313389,28/02/2019 16:45:13,1551372314595,-5,28/02/2019 11:45:14,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,2207.7399999834597,42,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
72,1551372313732,28/02/2019 16:45:13,1551372314596,-5,28/02/2019 11:45:14,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,2207.7399999834597,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
73,1551372314309,28/02/2019 16:45:14,1551372315560,-5,28/02/2019 11:45:15,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,958.7799999862909,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
74,1551372314434,28/02/2019 16:45:14,1551372315563,-5,28/02/2019 11:45:15,6235,13,task-iyjb,,2241881,BLIND,610663,Faces,complete,,5c780ce43bc6a50016922c60,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x937,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,END TASK,,,,,106803,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1551372399279,28/02/2019 16:46:39,1551372399504,0,28/02/2019 16:46:39,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551372412792,28/02/2019 16:46:52,1551372413264,0,28/02/2019 16:46:53,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,choice,response_button_image,12915.664999978617,Google_1_William Munguia_19_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
3,1551372421016,28/02/2019 16:47:01,1551372421494,0,28/02/2019 16:47:01,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,9,grey1,Zone1,continue_button,8219.960000016727,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
4,1551372425737,28/02/2019 16:47:05,1551372426182,0,28/02/2019 16:47:06,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,10,grey2,Zone1,continue_button,4676.325000007637,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
5,1551372428532,28/02/2019 16:47:08,1551372428988,0,28/02/2019 16:47:08,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,11,grey3,Zone1,continue_button,2796.33499996271,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
6,1551372430163,28/02/2019 16:47:10,1551372430624,0,28/02/2019 16:47:10,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,12,grey4,Zone1,continue_button,1626.4099999680184,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
7,1551372432756,28/02/2019 16:47:12,1551372433196,0,28/02/2019 16:47:13,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,2561.344999994617,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
8,1551372434034,28/02/2019 16:47:14,1551372434492,0,28/02/2019 16:47:14,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,1286.6999999969266,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
9,1551372435204,28/02/2019 16:47:15,1551372435680,0,28/02/2019 16:47:15,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,1178.55499999132,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
10,1551372435345,28/02/2019 16:47:15,1551372435821,0,28/02/2019 16:47:15,6235,13,task-iyjb,,2241932,BLIND,610651,Faces,complete,,5c780c49d81ffd0001dffd20,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_William Munguia_19_oval.jpg,Google_1_Dale Kenney_7_oval.jpg,Google_1_Dawn Hayashi_12_oval.jpg,Google_1_Janet Lashley_15_oval.jpg,Google_1_Edward Wortman_5_oval.jpg,Google_1_Henry Kinsella_5_oval.jpg,Google_1_Amanda Hooten_19_oval.jpg,Amanda_Mcneese_92_oval.jpg,,,,,,,
