Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-l5qr,checkpoint-yh8g,checkpoint-32xf,checkpoint-r79k,checkpoint-vhwm,branch-jtmv,branch-dn75,branch-6kna,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,rand_female_face1,rand_female_face2,rand_female_face3,rand_female_face4,rand_female_face5,rand_female_face6,rand_female_face7,rand_female_face8,chosen face,not chosen face,image_female,Participant_preference,face_rating,random number,fixation_times
62,1551370550689,28/02/2019 16:15:50,1551370547606,0,28/02/2019 16:15:47,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,Zone1,response_button_text,1653.2199999783188,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
63,1551370551033,28/02/2019 16:15:51,1551370548367,0,28/02/2019 16:15:48,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,752.379999961704,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
64,1551370551033,28/02/2019 16:15:51,1551370549070,0,28/02/2019 16:15:49,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,695.3050000593066,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
65,1551370551033,28/02/2019 16:15:51,1551370550222,0,28/02/2019 16:15:50,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone1,response_button_text,1144.5499999681488,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
66,1551370551533,28/02/2019 16:15:51,1551370551446,0,28/02/2019 16:15:51,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,5,option5,choice,response_button_image,1214.990000007674,Audrey_Bender_3_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
67,1551370552972,28/02/2019 16:15:52,1551370552902,0,28/02/2019 16:15:52,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,1450.4599999636412,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
68,1551370553564,28/02/2019 16:15:53,1551370553367,0,28/02/2019 16:15:53,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,459.0300000272691,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
69,1551370553892,28/02/2019 16:15:53,1551370553774,0,28/02/2019 16:15:53,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,400.67500004079193,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
70,1551370554049,28/02/2019 16:15:54,1551370553823,0,28/02/2019 16:15:53,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
71,1551370556737,28/02/2019 16:15:56,1551370556702,0,28/02/2019 16:15:56,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,2878.7299999967217,71,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
72,1551370556800,28/02/2019 16:15:56,1551370556703,0,28/02/2019 16:15:56,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,2878.7299999967217,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
73,1551370557784,28/02/2019 16:15:57,1551370557766,0,28/02/2019 16:15:57,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1059.0749999973923,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Aaron Hulett_9_oval.jpg,Google_1_William Haupt_13_oval.jpg,Google_1_Donald Lavoie_2_oval.jpg,Google_1_Cassandra Rogers_7_oval.jpg,Audrey_Bender_3_oval.jpg,Google_1_Elsie Ricker_9_oval.jpg,Crystal_Rutland_9_oval.jpg,Brittany_Beech_9_oval.jpg,,,,,,,
74,1551370557847,28/02/2019 16:15:57,1551370557771,0,28/02/2019 16:15:57,6235,13,task-iyjb,,2241280,BLIND,610453,Faces,complete,,5c7805eb53be070015a3e545,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1080,1920x977,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,END TASK,,,,,102968,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1,1551370510278,28/02/2019 16:15:10,1551369772209,-6,28/02/2019 10:02:52,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2,1551370529345,28/02/2019 16:15:29,1551369789650,-6,28/02/2019 10:03:09,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,Zone1,response_button_text,15970.12499999255,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
3,1551370530926,28/02/2019 16:15:30,1551369792960,-6,28/02/2019 10:03:12,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,3287.7299999818206,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
4,1551370532892,28/02/2019 16:15:32,1551369794672,-6,28/02/2019 10:03:14,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,1693.97500064224,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
5,1551370535706,28/02/2019 16:15:35,1551369797712,-6,28/02/2019 10:03:17,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone7,response_button_image,3019.204999320209,Google_1_Jennifer Sundberg_7_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
6,1551370542361,28/02/2019 16:15:42,1551369804264,-6,28/02/2019 10:03:24,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,12,grey4,Zone1,continue_button,6539.25000037998,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
7,1551370544877,28/02/2019 16:15:44,1551369806328,-6,28/02/2019 10:03:26,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,2050.729999318719,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
8,1551370545519,28/02/2019 16:15:45,1551369807528,-6,28/02/2019 10:03:27,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,1188.6799996718764,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
9,1551370546908,28/02/2019 16:15:46,1551369808872,-6,28/02/2019 10:03:28,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,1332.5600000098348,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
10,1551370548193,28/02/2019 16:15:48,1551369809007,-6,28/02/2019 10:03:29,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_initialValue,0,50,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
11,1551370556084,28/02/2019 16:15:56,1551369817768,-6,28/02/2019 10:03:37,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,rating19,response_slider_endValue,8760.824999772012,96,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
12,1551370556284,28/02/2019 16:15:56,1551369817770,-6,28/02/2019 10:03:37,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,16,congratulations,Zone4,continue_button,8760.824999772012,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
13,1551370557988,28/02/2019 16:15:57,1551369819776,-6,28/02/2019 10:03:39,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,17,next sequence?,advancementZone,continue_button,1995.5249996855855,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Audrey_Bender_1_oval.jpg,Google_1_Edward Kowal_7_oval.jpg,Google_1_Jeffery Ables_1_oval.jpg,Google_1_Jennifer Sundberg_7_oval.jpg,Google_1_Jill Calvillo_13_oval.jpg,Google_1_Claudia Olivarez_9_oval.jpg,Google_1_James Thacker_11_oval.jpg,Google_1_Allison Geter_9_oval.jpg,,,,,,,
14,1551370560973,28/02/2019 16:16:00,1551369822760,-6,28/02/2019 10:03:42,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,1,option1,Zone1,response_button_text,1895.3299997374415,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
15,1551370562425,28/02/2019 16:16:02,1551369824120,-6,28/02/2019 10:03:44,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,2,option2,Zone1,response_button_text,1341.2049999460578,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
16,1551370563989,28/02/2019 16:16:03,1551369826088,-6,28/02/2019 10:03:46,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,3,option3,Zone1,response_button_text,1947.294999845326,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
17,1551370568573,28/02/2019 16:16:08,1551369829976,-6,28/02/2019 10:03:49,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,4,option4,Zone1,response_button_text,3865.1750003919005,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
18,1551370570014,28/02/2019 16:16:10,1551369832128,-6,28/02/2019 10:03:52,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,5,option5,choice,response_button_image,2130.470000207424,Google_1_Donald Meyers_13_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
19,1551370571656,28/02/2019 16:16:11,1551369833744,-6,28/02/2019 10:03:53,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,13,grey5,Zone1,continue_button,1602.9650000855327,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
20,1551370572157,28/02/2019 16:16:12,1551369834256,-6,28/02/2019 10:03:54,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,14,grey6,Zone1,continue_button,495.5850001424551,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
21,1551370572781,28/02/2019 16:16:12,1551369834840,-6,28/02/2019 10:03:54,6235,13,task-iyjb,,2241301,BLIND,610441,Faces,complete,,5c78059eaaf8870016c858c3,computer,Desktop or Laptop,Windows 7,Chrome 72.0.3626.109,1280x1024,1280x923,Finished phase 1,Female sequence,19,Female,,Finished phase 1,,,Include,,,,15,grey7,Zone1,continue_button,570.4749999567866,,,0,1,0,,,,Spreadsheet1,,1,sequence,,Google_1_Fred Muth_9_oval.jpg,Google_1_Anthony Zeringue_13_oval.jpg,Google_1_Angelica Raley_1_oval.jpg,Google_1_Jessica Almaraz_9_oval.jpg,Google_1_Donald Meyers_13_oval.jpg,Brandon_Anglin_17_oval.jpg,Google_1_Charlene Cordova_13_oval.jpg,Google_1_Geneva Gass_1_oval.jpg,,,,,,,
