Subject,BestFitModel,NPositions,LinIntercept,LinSlope,LinSlopeStd,LinR2,LinBIC,QuadIntercept,QuadSlope,QuadTerm,QuadR2,QuadBIC,QuadAdvBIC,QuadAdvR2
33,Cost-to-sample,7,125.785311916762,-15.6483541924963,-0.999999984328704,0.999999968657409,-68.8470140413205,125.803773084816,-15.6606616378651,0.00153843067110211,0.999999997653521,-85.045537889161,16.1985238478405,2.89961117339033e-08
34,Cost-to-sample,7,1.13155739522636,-0.0851468061731027,-0.980465431041718,0.961312461467825,-43.3808901674274,1.01334306383973,-0.00633725191534834,-0.00985119428221931,0.999915978223971,-84.3603577704302,40.9794676030028,0.0386035167561457
35,Cost-to-sample,7,-99.5597744980035,-0.0051689718894879,-0.952719579307971,0.907674596793896,-76.1142260588018,-99.5700074976649,0.00165302788468474,-0.000852749971769359,0.981786253624084,-85.530314974986,9.41608891618419,0.0741116568301881
36,Biased-prior,7,0.876590845462558,-0.0394571393968696,-0.87525536373044,0.766071951738908,-39.9635206263298,0.727894236565058,0.0596739332014636,-0.0123913840747917,0.992734235773874,-62.3204911609004,22.3569705345706,0.226662284034966
37,Cost-to-sample,7,1.55493440461626,-0.130562984817715,-0.995482107743712,0.990984626837866,-47.8050869484096,1.47229276605936,-0.0754685591131096,-0.00688680321307569,0.999256109788401,-63.3227282848819,15.5176413364723,0.00827148295053437
39,Cost-to-sample,7,2.63653997926794,-0.246251584338355,-0.999954515139275,0.999909032347423,-71.1581503485765,2.64669058047152,-0.253018651807413,0.000845883433632191,0.999944427575774,-72.6619582620256,1.50380791344911,3.53952283509429e-05
40,Biased-prior,7,0.896721915445714,-0.0336757891619153,-0.819733601033854,0.671963176663932,-38.8973286046386,0.737300134256671,0.0726053982974465,-0.0132851484324202,0.985698911224446,-58.8809498264151,19.9836212217765,0.313735734560514
41,Biased-prior,7,0.825132346318668,0.00626203659286928,0.502627062078448,0.252633963533611,-49.8373226287156,0.769189822274641,0.0435570526222207,-0.00466187700366893,0.672686305541031,-53.670864846803,3.83354221808742,0.420052342007421
42,Biased-prior,7,0.962561133919417,-0.0281512179077968,-0.809280958200801,0.654935669306413,-40.8720674737706,0.826692079205871,0.0624281519012339,-0.0113224212261288,0.97277243825338,-56.7026650643259,15.8305975905553,0.317836768946968
43,Biased-prior,7,0.774851520631956,-0.0300356438846244,-0.780293873101628,0.608858528399942,-38.5769221707142,0.613019098254281,0.0778526377004921,-0.0134860351981396,0.977099691013016,-56.4964443996583,17.9195222289441,0.368241162613075
